Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
25/03/2004;09.00.00;3,5;434;17,8;202;119;8,6;75,1;0,8415
25/03/2004;10.00.00;2,3;300;8,8;133;99;9,7;69,7;0,8389
25/03/2004;11.00.00;1,6;116;6,8;130;98;11,0;64,4;0,8447
25/03/2004;12.00.00;1,3;95;5,9;106;88;13,6;53,0;0,8209
25/03/2004;13.00.00;2;211;8,9;132;96;14,2;48,4;0,7780
25/03/2004;14.00.00;1,9;168;8,2;106;81;14,2;46,3;0,7438
25/03/2004;15.00.00;1,9;154;8,6;125;92;16,0;41,3;0,7462
25/03/2004;16.00.00;2,2;267;10,1;138;105;17,7;35,4;0,7094
25/03/2004;17.00.00;2;143;9,4;120;88;17,1;37,4;0,7225
25/03/2004;18.00.00;2,9;374;14,6;158;103;14,9;40,5;0,6835
25/03/2004;19.00.00;5,2;797;24,6;253;141;13,4;47,8;0,7293
25/03/2004;20.00.00;4,6;698;21,6;231;133;12,6;52,5;0,7642
25/03/2004;21.00.00;2,5;234;10,3;150;119;12,2;53,2;0,7555
25/03/2004;22.00.00;1,5;104;5,7;99;106;10,6;56,1;0,7140
25/03/2004;23.00.00;1,2;67;4,5;75;92;9,9;59,5;0,7276
26/03/2004;00.00.00;1,7;88;5,5;93;97;9,6;61,1;0,7323
26/03/2004;01.00.00;1,4;79;4,8;79;91;9,7;61,6;0,7425
26/03/2004;02.00.00;1,2;61;3,6;67;83;9,4;62,6;0,7398
26/03/2004;03.00.00;0,6;43;1,7;-200;-200;8,2;68,5;0,7455
26/03/2004;04.00.00;0,7;40;2,2;45;59;8,0;69,4;0,7459
26/03/2004;05.00.00;0,8;52;3,0;72;73;7,7;72,4;0,7655
26/03/2004;06.00.00;0,9;64;4,0;103;78;8,0;71,8;0,7711
26/03/2004;07.00.00;1,6;88;6,7;132;90;8,5;66,3;0,7375
26/03/2004;08.00.00;3,4;375;16,7;239;110;9,8;59,6;0,7214
26/03/2004;09.00.00;3,8;592;19,3;275;114;11,2;57,0;0,7544
26/03/2004;10.00.00;3,1;357;14,8;232;119;14,8;44,1;0,7407
26/03/2004;11.00.00;2,7;296;13,4;180;121;16,8;35,3;0,6729
26/03/2004;12.00.00;2;181;11,0;112;97;19,2;27,1;0,5976
26/03/2004;13.00.00;2,3;211;12,5;116;99;19,1;26,2;0,5741
26/03/2004;14.00.00;1,9;199;8,4;103;85;16,3;30,8;0,5683
26/03/2004;15.00.00;1,3;81;5,3;89;75;14,2;36,8;0,5922
26/03/2004;16.00.00;1,9;143;8,8;112;87;13,4;41,0;0,6292
26/03/2004;17.00.00;2,3;247;11,2;127;102;14,2;43,3;0,6982
26/03/2004;18.00.00;2,4;239;11,6;125;105;12,1;45,6;0,6403
26/03/2004;19.00.00;2,7;267;12,4;120;98;10,4;48,0;0,6046
26/03/2004;20.00.00;2,6;261;10,6;120;93;10,0;51,1;0,6280
26/03/2004;21.00.00;1,5;97;6,0;99;91;9,8;50,8;0,6172
26/03/2004;22.00.00;1,2;66;4,6;79;85;9,7;50,4;0,6063
26/03/2004;23.00.00;1,1;60;4,1;66;74;9,9;50,2;0,6103
27/03/2004;00.00.00;1,5;77;5,2;94;87;9,4;53,4;0,6300
27/03/2004;01.00.00;1;57;3,2;70;79;8,6;57,8;0,6488
27/03/2004;02.00.00;1,2;65;4,5;75;78;8,1;62,1;0,6746
27/03/2004;03.00.00;1,1;59;3,8;-200;-200;7,9;63,5;0,6777
27/03/2004;04.00.00;-200;48;3,8;57;63;7,4;64,8;0,6683
27/03/2004;05.00.00;0,8;27;1,9;32;48;8,2;58,9;0,6444
27/03/2004;06.00.00;0,9;25;2,4;54;59;6,3;66,6;0,6410
27/03/2004;07.00.00;1,1;42;3,3;68;65;7,2;62,9;0,6396
27/03/2004;08.00.00;1,5;78;6,7;98;71;7,2;63,9;0,6500
27/03/2004;09.00.00;1,8;128;8,5;128;84;11,1;50,5;0,6654
27/03/2004;10.00.00;2,1;184;9,7;129;93;15,5;36,1;0,6313
27/03/2004;11.00.00;2,1;156;9,4;130;99;17,8;29,2;0,5920
27/03/2004;12.00.00;1,9;176;9,0;111;93;17,6;30,1;0,6013
27/03/2004;13.00.00;2,1;232;10,0;106;96;19,1;26,8;0,5861
27/03/2004;14.00.00;2,5;305;12,6;137;114;17,7;28,6;0,5735
27/03/2004;15.00.00;1,9;150;7,6;113;101;17,8;28,4;0,5737
27/03/2004;16.00.00;2,2;188;11,8;122;108;18,7;26,0;0,5555
27/03/2004;17.00.00;2,3;221;11,2;137;117;17,1;31,3;0,6038
27/03/2004;18.00.00;2,7;219;12,4;165;125;15,8;36,1;0,6440
27/03/2004;19.00.00;3;306;12,9;196;133;14,7;40,1;0,6657
27/03/2004;20.00.00;2,8;270;12,2;174;119;13,6;44,9;0,6991
27/03/2004;21.00.00;2,2;231;8,8;140;107;12,5;48,1;0,6946
27/03/2004;22.00.00;1,6;125;6,8;102;96;11,8;50,8;0,7042
27/03/2004;23.00.00;2,1;122;8,6;130;105;10,9;56,1;0,7326
28/03/2004;00.00.00;2,3;161;8,9;121;102;10,9;55,9;0,7277
28/03/2004;01.00.00;2,3;101;8,3;111;97;10,3;58,1;0,7278
28/03/2004;02.00.00;1,7;95;6,3;87;79;9,3;62,2;0,7294
28/03/2004;03.00.00;2,2;129;8,3;-200;-200;8,2;66,7;0,7276
28/03/2004;04.00.00;1,3;96;5,1;77;69;8,3;64,9;0,7124
28/03/2004;05.00.00;0,8;54;2,6;39;52;9,6;58,5;0,7000
28/03/2004;06.00.00;1,1;63;3,6;77;62;7,7;66,4;0,6990
28/03/2004;07.00.00;1,4;72;3,6;91;69;7,4;68,0;0,7043
28/03/2004;08.00.00;1,3;91;4,7;105;75;9,7;58,6;0,7035
28/03/2004;09.00.00;1,9;127;7,5;133;83;12,5;50,1;0,7242
28/03/2004;10.00.00;2,3;193;9,0;128;94;16,8;36,9;0,7018
28/03/2004;11.00.00;2,3;188;9,5;126;96;19,2;31,3;0,6887
28/03/2004;12.00.00;1,8;151;7,7;92;86;21,3;26,4;0,6607
28/03/2004;13.00.00;1,4;103;5,7;66;72;21,2;23,1;0,5768
28/03/2004;14.00.00;1;55;3,8;50;53;18,6;25,0;0,5319
28/03/2004;15.00.00;1,4;104;4,8;70;65;18,0;27,3;0,5594
28/03/2004;16.00.00;1,3;116;4,3;73;70;18,2;28,3;0,5848
28/03/2004;17.00.00;1,3;93;4,1;77;75;17,0;31,4;0,6048
28/03/2004;18.00.00;1,4;93;4,7;86;86;15,6;35,0;0,6170
28/03/2004;19.00.00;1,9;155;6,2;93;94;14,1;40,2;0,6438
28/03/2004;20.00.00;1,8;115;5,5;105;103;13,4;43,2;0,6623
28/03/2004;21.00.00;1,1;75;3,3;67;81;12,3;46,8;0,6686
28/03/2004;22.00.00;1,1;65;3,2;63;80;11,9;46,5;0,6449
28/03/2004;23.00.00;1,1;57;2,9;63;77;11,5;46,6;0,6319
29/03/2004;00.00.00;0,9;40;2,2;46;58;10,6;48,0;0,6135
29/03/2004;01.00.00;0,6;27;1,3;21;31;10,7;45,8;0,5895
29/03/2004;02.00.00;0,5;23;1,1;22;38;10,4;46,6;0,5901
29/03/2004;03.00.00;0,7;28;1,3;-200;-200;10,1;47,8;0,5913
29/03/2004;04.00.00;0,6;21;1,2;39;59;11,3;46,9;0,6280
29/03/2004;05.00.00;0,7;33;1,7;55;70;10,1;51,2;0,6341
29/03/2004;06.00.00;0,9;40;2,9;76;75;9,9;50,7;0,6167
29/03/2004;07.00.00;2,9;279;14,3;181;103;8,1;56,8;0,6150
29/03/2004;08.00.00;4,1;743;19,7;259;134;10,9;44,1;0,5748
29/03/2004;09.00.00;1,5;147;5,5;118;98;11,8;37,6;0,5184
29/03/2004;10.00.00;1,5;97;5,6;119;97;13,9;33,2;0,5222
29/03/2004;11.00.00;1,5;118;5,8;123;98;15,6;30,1;0,5285
29/03/2004;12.00.00;1,4;91;5,5;92;78;16,5;29,0;0,5406
29/03/2004;13.00.00;1,6;146;6,5;91;83;17,5;27,9;0,5517
29/03/2004;14.00.00;1,5;139;5,5;103;92;17,9;26,8;0,5446
29/03/2004;15.00.00;1,4;155;5,2;102;81;18,2;26,1;0,5387
29/03/2004;16.00.00;1,5;128;5,8;94;90;18,0;27,1;0,5522
29/03/2004;17.00.00;1,9;166;7,9;98;95;17,0;28,9;0,5558
29/03/2004;18.00.00;2,5;299;10,2;126;114;16,1;31,3;0,5680
29/03/2004;19.00.00;2,1;163;8,2;108;106;14,5;35,4;0,5839
29/03/2004;20.00.00;1,6;154;5,7;95;99;13,2;37,9;0,5733
29/03/2004;21.00.00;1,2;80;3,8;78;90;13,1;34,4;0,5170
29/03/2004;22.00.00;1,1;58;4,0;61;82;13,5;28,5;0,4405
29/03/2004;23.00.00;1;55;2,8;55;74;12,4;31,9;0,4583
30/03/2004;00.00.00;1;33;2,6;57;76;13,1;26,8;0,4023
30/03/2004;01.00.00;0,7;33;1,8;41;66;11,6;33,6;0,4595
30/03/2004;02.00.00;0,7;32;1,7;46;73;10,5;42,9;0,5442
30/03/2004;03.00.00;0,8;25;1,4;-200;-200;11,7;38,7;0,5298
30/03/2004;04.00.00;-200;29;1,3;41;69;12,2;37,2;0,5277
30/03/2004;05.00.00;0,7;26;2,3;52;71;12,9;33,9;0,5037
30/03/2004;06.00.00;1,1;86;5,3;111;98;11,3;40,3;0,5376
30/03/2004;07.00.00;2,6;294;13,4;191;115;11,9;38,4;0,5341
30/03/2004;08.00.00;4;664;23,8;244;130;13,3;35,6;0,5416
30/03/2004;09.00.00;4,2;695;21,5;283;150;16,3;28,8;0,5305
30/03/2004;10.00.00;4,7;735;21,0;320;159;17,9;28,2;0,5741
30/03/2004;11.00.00;3,9;649;18,4;249;146;18,3;26,6;0,5529
30/03/2004;12.00.00;3,7;586;18,9;219;138;20,8;22,5;0,5463
30/03/2004;13.00.00;3,4;546;17,1;200;128;22,4;20,0;0,5352
30/03/2004;14.00.00;2,2;245;10,4;138;97;20,9;21,7;0,5295
30/03/2004;15.00.00;1,9;178;8,0;118;91;19,1;26,5;0,5790
30/03/2004;16.00.00;1,6;130;6,2;99;81;18,1;30,6;0,6295
30/03/2004;17.00.00;2,1;151;9,7;112;99;17,3;34,7;0,6788
30/03/2004;18.00.00;2,2;272;9,6;117;101;15,8;40,4;0,7228
30/03/2004;19.00.00;2,7;301;11,9;129;106;15,9;42,0;0,7541
30/03/2004;20.00.00;2,4;237;8,7;132;102;15,9;43,5;0,7790
30/03/2004;21.00.00;1,3;95;4,7;73;84;15,0;46,1;0,7833
30/03/2004;22.00.00;1,2;68;3,8;68;81;15,1;44,6;0,7574
30/03/2004;23.00.00;1,5;101;4,7;80;91;14,9;43,5;0,7302
31/03/2004;00.00.00;1,3;81;3,8;68;82;14,8;41,0;0,6850
31/03/2004;01.00.00;1;50;2,7;44;64;14,8;40,8;0,6814
31/03/2004;02.00.00;0,9;66;2,8;47;70;14,8;40,8;0,6834
31/03/2004;03.00.00;0,5;22;1,0;-200;-200;14,2;36,1;0,5823
31/03/2004;04.00.00;0,5;18;0,8;15;26;14,5;36,1;0,5928
31/03/2004;05.00.00;0,6;31;1,5;44;58;14,6;36,0;0,5947
31/03/2004;06.00.00;1;57;3,5;85;93;14,4;38,5;0,6291
31/03/2004;07.00.00;3,1;342;15,6;207;110;13,8;58,2;0,9129
31/03/2004;08.00.00;4,1;644;19,9;230;115;13,2;61,1;0,9256
31/03/2004;09.00.00;2,2;216;8,6;181;125;10,4;74,4;0,9384
31/03/2004;10.00.00;1,7;117;6,5;144;118;11,5;71,0;0,9582
31/03/2004;11.00.00;1,9;156;7,7;140;109;12,2;70,0;0,9924
31/03/2004;12.00.00;2,9;332;11,3;204;123;12,3;73,3;1,0442
31/03/2004;13.00.00;2,2;232;9,1;149;114;11,3;78,1;1,0411
31/03/2004;14.00.00;2,6;295;11,2;171;114;13,6;69,2;1,0746
31/03/2004;15.00.00;3,1;386;13,5;195;119;14,9;59,3;0,9974
31/03/2004;16.00.00;2,3;278;10,1;152;111;15,7;50,9;0,8997
31/03/2004;17.00.00;2,4;263;11,3;128;103;15,2;52,9;0,9087
31/03/2004;18.00.00;2,8;322;11,8;121;103;15,5;50,8;0,8881
31/03/2004;19.00.00;2,7;226;11,5;142;107;14,3;52,9;0,8581
31/03/2004;20.00.00;2,3;221;9,3;131;105;13,2;56,0;0,8446
31/03/2004;21.00.00;1,5;109;5,5;81;91;12,6;57,0;0,8315
31/03/2004;22.00.00;1,4;105;5,1;60;79;12,3;57,8;0,8224
31/03/2004;23.00.00;1,2;84;4,8;57;79;12,0;58,4;0,8164
01/04/2004;00.00.00;1,6;106;6,3;96;86;12,0;61,6;0,8593
01/04/2004;01.00.00;1,2;100;5,1;85;70;11,5;63,9;0,8652
01/04/2004;02.00.00;1,1;71;4,1;50;55;10,7;67,2;0,8630
01/04/2004;03.00.00;0,9;72;4,0;-200;-200;9,0;73,1;0,8394
01/04/2004;04.00.00;0,7;44;2,4;57;49;10,2;66,6;0,8299
01/04/2004;05.00.00;0,9;45;2,9;64;50;11,0;63,7;0,8325
01/04/2004;06.00.00;1,7;134;7,4;153;67;9,6;68,8;0,8243
01/04/2004;07.00.00;4,2;505;19,8;342;94;9,5;69,6;0,8273
01/04/2004;08.00.00;6,2;1042;31,9;378;119;11,9;60,9;0,8455
01/04/2004;09.00.00;4,6;737;21,0;304;139;16,2;48,6;0,8892
01/04/2004;10.00.00;2,8;375;11,7;192;113;19,2;39,6;0,8693
01/04/2004;11.00.00;1,6;124;6,8;130;88;19,7;38,4;0,8743
01/04/2004;12.00.00;1,7;137;7,4;106;73;20,6;36,7;0,8797
01/04/2004;13.00.00;1,7;179;8,6;102;73;21,8;33,9;0,8771
01/04/2004;14.00.00;1,7;222;-200,0;99;72;-200;-200;-200
01/04/2004;15.00.00;1,9;197;-200,0;108;81;-200;-200;-200
01/04/2004;16.00.00;2,3;319;-200,0;131;93;-200;-200;-200
01/04/2004;17.00.00;3,3;388;16,4;163;106;23,6;27,5;0,7913
01/04/2004;18.00.00;4,2;589;21,2;211;132;22,8;32,1;0,8814
01/04/2004;19.00.00;5,5;840;25,0;267;164;20,8;36,7;0,8878
01/04/2004;20.00.00;4,9;655;20,2;269;161;18,3;40,9;0,8493
01/04/2004;21.00.00;2,5;254;10,8;154;124;16,8;44,0;0,8341
01/04/2004;22.00.00;2;188;9,9;127;113;15,8;48,0;0,8569
01/04/2004;23.00.00;2;120;8,5;122;103;14,9;52,0;0,8757
02/04/2004;00.00.00;2;157;8,0;126;104;14,1;54,4;0,8701
02/04/2004;01.00.00;1,3;88;5,6;84;93;13,3;58,8;0,8922
02/04/2004;02.00.00;1;68;3,2;58;60;13,3;60,9;0,9229
02/04/2004;03.00.00;0,9;57;3,3;-200;-200;11,8;64,3;0,8869
02/04/2004;04.00.00;-200;36;2,8;37;52;11,2;65,9;0,8775
02/04/2004;05.00.00;0,7;51;2,6;56;66;11,3;72,9;0,9738
02/04/2004;06.00.00;1,1;93;4,3;91;82;11,4;71,8;0,9671
02/04/2004;07.00.00;2,6;284;13,0;159;109;11,9;73,7;1,0254
02/04/2004;08.00.00;3,9;486;20,3;190;114;12,6;70,2;1,0221
02/04/2004;09.00.00;5;798;20,7;249;139;13,6;65,3;1,0136
02/04/2004;10.00.00;3,3;524;15,9;196;127;16,9;52,3;1,0013
02/04/2004;11.00.00;2,9;468;14,2;180;127;19,4;44,1;0,9855
02/04/2004;12.00.00;3,1;454;15,9;167;135;22,9;33,8;0,9322
02/04/2004;13.00.00;3;461;16,1;159;130;23,6;31,3;0,9001
02/04/2004;14.00.00;2,7;391;14,7;152;126;24,7;30,5;0,9371
02/04/2004;15.00.00;2,7;337;14,0;149;121;26,1;27,3;0,9101
02/04/2004;16.00.00;2,6;297;13,6;143;122;27,6;22,8;0,8288
02/04/2004;17.00.00;3,7;588;19,7;185;138;26,9;22,3;0,7792
02/04/2004;18.00.00;4,5;721;23,3;223;165;24,3;30,1;0,9012
02/04/2004;19.00.00;4,7;710;24,1;215;154;21,2;40,1;0,9978
02/04/2004;20.00.00;5,5;787;25,4;271;168;19,4;42,5;0,9483
02/04/2004;21.00.00;3;415;14,1;180;146;18,5;43,0;0,9074
02/04/2004;22.00.00;1,9;245;10,1;115;124;17,8;47,0;0,9467
02/04/2004;23.00.00;2,3;294;12,1;149;124;16,8;53,2;1,0100
03/04/2004;00.00.00;1,6;139;9,0;98;106;17,1;51,8;0,9990
03/04/2004;01.00.00;1,3;98;6,3;73;88;16,2;54,2;0,9933
03/04/2004;02.00.00;1,2;88;5,3;69;83;15,1;58,2;0,9886
03/04/2004;03.00.00;0,9;66;3,8;-200;-200;15,1;57,6;0,9796
03/04/2004;04.00.00;0,8;57;3,0;60;74;14,5;58,0;0,9488
03/04/2004;05.00.00;0,8;57;3,3;56;64;13,7;61,6;0,9631
03/04/2004;06.00.00;0,9;60;3,5;73;69;13,9;59,6;0,9408
03/04/2004;07.00.00;2;200;9,5;159;91;13,3;61,7;0,9399
03/04/2004;08.00.00;3;451;15,2;203;96;15,1;55,8;0,9486
03/04/2004;09.00.00;3,1;422;14,3;211;106;17,0;50,5;0,9684
03/04/2004;10.00.00;-200;-200;11,2;-200;-200;19,7;43,3;0,9837
03/04/2004;11.00.00;-200;-200;11,4;-200;-200;20,7;41,7;1,0092
03/04/2004;12.00.00;-200;-200;13,4;-200;-200;23,3;35,8;1,0098
03/04/2004;13.00.00;-200;-200;10,6;-200;-200;23,8;30,5;0,8897
03/04/2004;14.00.00;-200;-200;10,8;-200;-200;24,8;27,0;0,8325
03/04/2004;15.00.00;-200;-200;11,9;-200;-200;25,0;27,5;0,8575
03/04/2004;16.00.00;-200;-200;13,5;-200;-200;25,8;26,5;0,8675
03/04/2004;17.00.00;-200;-200;15,2;-200;-200;25,1;27,1;0,8496
03/04/2004;18.00.00;-200;-200;17,1;-200;-200;23,7;28,6;0,8273
03/04/2004;19.00.00;-200;-200;26,7;-200;-200;22,1;36,8;0,9681
03/04/2004;20.00.00;-200;-200;14,2;-200;-200;19,9;47,5;1,0912
03/04/2004;21.00.00;-200;-200;8,5;-200;-200;18,7;50,4;1,0772
03/04/2004;22.00.00;-200;-200;14,3;-200;-200;18,1;51,3;1,0587
03/04/2004;23.00.00;-200;-200;9,3;-200;-200;17,5;53,8;1,0648
04/04/2004;00.00.00;-200;-200;7,8;-200;-200;16,7;56,5;1,0634
04/04/2004;01.00.00;-200;-200;6,7;-200;-200;15,9;59,2;1,0635
04/04/2004;02.00.00;-200;-200;5,4;-200;-200;15,2;62,4;1,0726
04/04/2004;03.00.00;-200;-200;5,6;-200;-200;14,7;65,0;1,0766
04/04/2004;04.00.00;-200;-200;3,5;-200;-200;14,3;65,3;1,0594
04/04/2004;05.00.00;-200;-200;3,0;-200;-200;13,7;66,5;1,0393
04/04/2004;06.00.00;-200;-200;4,4;-200;-200;12,9;69,1;1,0264
04/04/2004;07.00.00;-200;-200;3,5;-200;-200;13,7;64,8;1,0135
04/04/2004;08.00.00;-200;-200;4,2;-200;-200;15,3;59,0;1,0181
04/04/2004;09.00.00;-200;-200;8,0;-200;-200;18,1;49,8;1,0272
04/04/2004;10.00.00;-200;-200;9,0;-200;-200;21,5;40,7;1,0301
04/04/2004;11.00.00;-200;-200;8,1;-200;-200;23,3;37,1;1,0457
04/04/2004;12.00.00;-200;-200;8,6;-200;-200;25,1;33,8;1,0594
04/04/2004;13.00.00;-200;-200;7,1;-200;-200;25,6;32,1;1,0393
04/04/2004;14.00.00;-200;-200;5,6;-200;-200;25,8;31,1;1,0143
04/04/2004;15.00.00;-200;-200;10,0;-200;-200;26,1;30,8;1,0253
04/04/2004;16.00.00;-200;-200;10,5;-200;-200;24,4;36,0;1,0850
04/04/2004;17.00.00;-200;-200;10,1;-200;-200;23,0;36,2;1,0053
04/04/2004;18.00.00;-200;-200;10,0;-200;-200;22,1;39,3;1,0336
04/04/2004;19.00.00;-200;-200;13,0;-200;-200;19,8;44,6;1,0208
04/04/2004;20.00.00;-200;-200;10,5;-200;-200;18,5;48,9;1,0323
04/04/2004;21.00.00;-200;-200;5,2;-200;-200;16,6;56,1;1,0481
04/04/2004;22.00.00;-200;-200;6,9;-200;-200;15,8;58,8;1,0464
04/04/2004;23.00.00;-200;-200;6,4;-200;-200;15,3;60,8;1,0501
05/04/2004;00.00.00;-200;-200;4,7;-200;-200;14,7;64,4;1,0717
05/04/2004;01.00.00;-200;-200;2,4;-200;-200;14,8;63,3;1,0584
05/04/2004;02.00.00;-200;-200;2,2;-200;-200;15,0;61,5;1,0418
05/04/2004;03.00.00;-200;-200;1,1;-200;-200;15,5;56,9;0,9961
05/04/2004;04.00.00;-200;-200;0,9;-200;-200;16,0;54,0;0,9742
05/04/2004;05.00.00;-200;-200;3,1;-200;-200;13,5;63,9;0,9809
05/04/2004;06.00.00;-200;-200;6,2;-200;-200;12,9;65,3;0,9688
05/04/2004;07.00.00;-200;-200;13,2;-200;-200;13,4;62,5;0,9582
05/04/2004;08.00.00;-200;-200;25,8;-200;-200;14,5;58,8;0,9630
05/04/2004;09.00.00;-200;-200;18,2;-200;-200;15,3;56,7;0,9773
05/04/2004;10.00.00;3,1;424;14,3;236;124;15,6;57,4;1,0075
05/04/2004;11.00.00;3;339;13,7;228;121;16,6;55,2;1,0382
05/04/2004;12.00.00;3,2;445;15,7;206;114;17,0;54,3;1,0434
05/04/2004;13.00.00;3,1;535;15,4;188;114;18,0;51,5;1,0552
05/04/2004;14.00.00;2,5;278;12,6;158;106;19,5;47,5;1,0653
05/04/2004;15.00.00;2,1;256;9,8;124;89;21,6;41,7;1,0606
05/04/2004;16.00.00;2;245;9,6;98;82;22,2;38,3;1,0106
05/04/2004;17.00.00;3,2;458;16,3;160;111;20,3;42,8;1,0053
05/04/2004;18.00.00;4,1;710;19,8;194;132;19,7;45,4;1,0312
05/04/2004;19.00.00;3,9;678;18,0;174;121;18,8;47,5;1,0199
05/04/2004;20.00.00;3,1;436;13,6;157;116;17,9;49,4;1,0064
05/04/2004;21.00.00;2;178;8,7;109;100;17,5;50,9;1,0090
05/04/2004;22.00.00;1,7;160;7,7;85;89;17,4;51,8;1,0230
05/04/2004;23.00.00;1,6;177;7,3;90;92;17,0;53,9;1,0363
06/04/2004;00.00.00;1;101;4,1;61;71;16,6;55,4;1,0408
06/04/2004;01.00.00;0,8;66;2,7;36;51;15,9;57,0;1,0224
06/04/2004;02.00.00;0,5;40;1,5;25;39;15,0;59,2;1,0059
06/04/2004;03.00.00;0,5;54;1,9;-200;-200;14,5;61,4;1,0041
06/04/2004;04.00.00;0,5;39;1,8;24;35;14,1;61,6;0,9883
06/04/2004;05.00.00;0,8;62;3,4;73;64;14,6;58,8;0,9711
06/04/2004;06.00.00;1,7;120;8,5;164;94;14,4;58,9;0,9594
06/04/2004;07.00.00;4,5;599;24,1;329;134;15,3;55,2;0,9538
06/04/2004;08.00.00;6,2;1084;33,7;302;129;16,2;52,5;0,9576
06/04/2004;09.00.00;4,4;776;22,0;256;125;18,4;46,3;0,9734
06/04/2004;10.00.00;2,9;470;14,1;182;107;19,6;41,8;0,9407
06/04/2004;11.00.00;1,6;169;7,6;105;78;20,2;40,1;0,9370
06/04/2004;12.00.00;2,6;304;14,5;136;91;20,9;36,6;0,8939
06/04/2004;13.00.00;2,9;405;13,6;167;116;20,4;34,7;0,8229
06/04/2004;14.00.00;2,5;297;11,5;166;131;19,3;35,4;0,7813
06/04/2004;15.00.00;1,9;220;9,2;115;113;18,6;36,9;0,7829
06/04/2004;16.00.00;1,9;226;10,3;109;98;18,8;36,8;0,7883
06/04/2004;17.00.00;2,7;456;14,0;143;116;17,5;40,6;0,8068
06/04/2004;18.00.00;3;470;15,0;159;120;16,8;44,3;0,8428
06/04/2004;19.00.00;3,3;503;15,1;181;126;16,3;47,7;0,8746
06/04/2004;20.00.00;3,2;459;14,8;178;126;15,6;50,7;0,8947
06/04/2004;21.00.00;1,8;227;8,5;91;90;15,7;49,4;0,8768
06/04/2004;22.00.00;1,3;152;5,9;76;81;15,8;48,6;0,8653
06/04/2004;23.00.00;1,1;94;4,8;66;74;15,7;47,0;0,8325
07/04/2004;00.00.00;0,9;93;4,0;56;67;15,7;45,9;0,8121
07/04/2004;01.00.00;0,7;49;2,3;35;46;15,6;44,9;0,7920
07/04/2004;02.00.00;0,4;30;1,4;21;30;15,6;44,4;0,7827
07/04/2004;03.00.00;0,3;30;0,7;-200;-200;16,1;42,4;0,7718
07/04/2004;04.00.00;0,3;30;0,7;12;19;15,7;45,4;0,8063
07/04/2004;05.00.00;0,3;32;0,8;22;32;15,3;50,1;0,8617
07/04/2004;06.00.00;0,8;59;3,6;55;61;14,2;58,6;0,9443
07/04/2004;07.00.00;2,8;277;12,9;152;111;14,3;58,2;0,9431
07/04/2004;08.00.00;3,1;454;15,7;153;102;15,0;52,0;0,8817
07/04/2004;09.00.00;2,3;211;8,6;152;116;13,6;61,4;0,9519
07/04/2004;10.00.00;1,6;196;7,4;112;96;16,1;53,1;0,9675
07/04/2004;11.00.00;1,5;110;6,6;119;97;16,6;44,3;0,8294
07/04/2004;12.00.00;1,6;164;7,8;122;110;17,4;40,3;0,7922
07/04/2004;13.00.00;1,8;151;9,1;115;103;18,1;42,2;0,8679
07/04/2004;14.00.00;1,4;112;6,1;84;79;14,4;51,8;0,8433
07/04/2004;15.00.00;1,9;117;7,5;146;104;10,9;76,4;0,9953
07/04/2004;16.00.00;1,2;120;5,9;65;69;16,4;47,7;0,8819
07/04/2004;17.00.00;2,3;251;12,7;120;96;18,0;37,1;0,7598
07/04/2004;18.00.00;3,3;435;13,5;185;121;14,7;48,7;0,8089
07/04/2004;19.00.00;3,1;345;14,5;157;129;11,3;71,3;0,9514
07/04/2004;20.00.00;3,3;343;11,0;174;116;10,0;74,0;0,9087
07/04/2004;21.00.00;1,2;62;3,2;62;71;9,8;71,8;0,8702
07/04/2004;22.00.00;1,3;70;4,3;81;85;9,3;75,2;0,8796
07/04/2004;23.00.00;1,9;114;7,1;118;101;9,6;76,0;0,9088
08/04/2004;00.00.00;1,4;88;4,8;95;97;9,3;75,0;0,8799
08/04/2004;01.00.00;1,5;95;5,7;84;89;9,0;76,7;0,8825
08/04/2004;02.00.00;1,1;83;4,1;56;72;8,2;79,6;0,8672
08/04/2004;03.00.00;0,8;63;3,3;-200;-200;7,6;80,6;0,8437
08/04/2004;04.00.00;-200;38;1,8;43;57;8,3;75,6;0,8302
08/04/2004;05.00.00;0,8;68;2,8;69;62;8,1;72,1;0,7798
08/04/2004;06.00.00;1,1;59;4,8;74;64;8,1;70,4;0,7609
08/04/2004;07.00.00;2,6;226;13,8;161;80;8,1;70,5;0,7627
08/04/2004;08.00.00;5,1;802;27,1;308;118;9,9;64,3;0,7859
08/04/2004;09.00.00;4,2;585;19,1;300;130;13,0;54,2;0,8090
08/04/2004;10.00.00;2,6;324;11,7;189;113;16,5;42,6;0,7912
08/04/2004;11.00.00;2,4;308;12,7;164;112;19,3;34,2;0,7566
08/04/2004;12.00.00;2,1;238;11,3;122;96;21,5;27,4;0,6941
08/04/2004;13.00.00;2,6;301;14,2;166;125;20,4;26,7;0,6323
08/04/2004;14.00.00;2,8;294;13,9;181;128;20,6;22,6;0,5432
08/04/2004;15.00.00;2,5;353;13,2;127;101;20,6;24,8;0,5931
08/04/2004;16.00.00;1,9;209;10,7;106;95;21,0;25,4;0,6264
08/04/2004;17.00.00;3,6;538;19,7;192;138;21,5;24,5;0,6203
08/04/2004;18.00.00;4,6;808;24,0;241;154;19,3;28,6;0,6357
08/04/2004;19.00.00;6,3;974;29,1;326;171;18,0;32,9;0,6737
